tree,PD,ePDloss
133,30260.1311943537,3080.20587592847
134,27648.682650552,2752.90462834844
135,27601.8442549805,2827.01171986948
136,28164.6502887168,2898.35873598712
137,28378.3199937803,2735.04624803573
138,28557.5948829107,2912.32502578923
139,27880.5459693111,2792.25990237316
140,29328.1456975339,3032.24651918206
141,27905.3258134471,2819.72534082982
142,30357.8620484003,3178.20961964149
143,29143.5481490013,2985.09740064461
144,29150.1478348074,3095.2874651633
145,30268.8483615863,3097.81462939075
146,30353.9190736068,3045.95941848475
147,29977.2987086596,3002.14100140059
148,30046.7246531655,3074.70974216089
149,30061.2565533288,3086.43001035698
150,29221.8023551813,2920.77292325061
151,30993.7872135965,3103.41929114073
152,30134.4470476534,3066.32438106404
153,30135.9033720046,3108.80236537246
154,31192.8631053241,3202.46379557655
155,30182.5431775146,3018.27068734215
156,29371.981961458,2962.87330533824
157,29593.3338748691,2981.48375710233
158,29799.5952952109,2970.5721950684
159,29629.8671306162,2958.73185579153
160,30633.6979323525,3164.47185215345
161,29849.7022744306,3069.56671505879
162,28006.3445328875,2756.29384397418
163,28103.2575212168,2833.50292870822
164,30838.694701542,2992.88175869482
165,31099.8438037809,3033.58621241422
166,28667.1702736991,2850.46633000348
167,28164.6239202156,2887.1419714677
168,28192.4316524557,2894.22265882435
169,29697.4336531889,2980.28354124472
170,29933.9717308786,2901.39224716956
171,28413.2016348049,2892.14291969389
172,28040.9583213336,2882.03655716333
173,28111.3522838731,2811.05539215411
174,27854.0907715358,2852.33951215869
175,30411.9640780192,3095.79581765366
176,27831.3143393414,2823.58458977712
177,28247.4685256524,2795.72521303334
178,28375.4162372066,2863.046529445
179,28295.5294416996,2810.62835656804
180,28263.5612815887,2884.82494877364
181,27960.4034479973,2847.22086608452
182,28845.861150693,2944.55054183291
183,28923.255735915,2971.0341173567
184,27835.0064712838,2857.7419494663
185,28085.8666570251,2879.46897345348
186,29238.2193659179,2922.89832268742
187,29568.044483504,2946.73226705722
188,29727.2072167392,3001.92155846344
189,30022.2689820417,3072.75154498417
190,29929.8320873171,2979.7881172313
191,29662.6472371457,2950.68914827965
192,29127.6281631491,2901.41554362299
193,29508.7233608939,2966.4434762346
194,29018.2747317386,2933.18063037753
195,28538.483494333,2830.26924573874
196,30013.3242966193,3069.08854321398
197,29845.3952849722,2993.8588877043
198,29773.4891889194,3033.55383848731
199,30796.4224173476,3209.11864633674
200,30988.355919642,3174.15805170629
201,30758.6993376178,3113.09799244733
202,30958.393798782,3174.24649267775
203,30672.2492611587,3025.6787906005
204,31521.7584535247,3152.92396944059
205,31471.080304579,3171.48263627621
206,30958.2059790501,3156.30836916952
207,31520.0755159248,3165.37078684316
208,30139.463662562,3065.64024332201
209,29874.6050513247,3027.71064706166
210,31233.052655711,3136.75404187935
211,31211.6173851534,3116.66271944578
212,31226.5545013559,3197.37379273504
